Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills, Available,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,3,3,3,2,"C Programming, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Android, C++ Programming, Computer Vision, Deep Learning, Image Processing, Java, OpenCV, SQL, Unity 3D",Yes,Integrated M.Sc.,Mathematics and Computing,2023,NA,0.905,NA,NA
,3,2,2,2,"C Programming, CSS, HTML, Java, MySQL, PostgreSQL, Python, Tableau, Angular 7.0, Bootstrap, Computer Vision, Data Analytics, Data Structures, Database Management System (DBMS), Deep Learning, Express.js, Flask, JavaScript, MS-Excel, Machine Learning, Natural Language Processing (NLP), Node.js, Power BI, R Programming, Raspberry Pi, SQL, AngularJS, Arduino, Data Science",No,B.Tech,Artificial Intelligence And Machine Learning (cse),2025,NA,0.96,1,1
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), SQL, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Power BI, Python, R Programming, Research and Analytics, Statistics, Tableau, Hadoop",Yes,Bachelor of Engineering (B.E),Information Technology,2023,0.86,NA,1,1
,3,2,0,0,"Data Analytics, Linear Programming, MS-Word, Power BI, Python, SQL, Statistical Modeling, Statistics, AutoCAD, C++ Programming, Database Management System (DBMS), Java, MS-Excel, MS-PowerPoint, Machine Learning, STAAD.Pro, SolidWorks, MATLAB",Yes,MBA,Operations,2023,0.82,0.809,1,1
,2,3,2,1,"Machine Learning, Algorithms, Artificial intelligence, Business Analysis, Data Analytics, Data Science, MongoDB, Natural Language Processing (NLP), Power BI, Python, SQL, Data Structures, Deep Learning, Financial Modeling, GitHub, Google Suite (G Suite), MATLAB, MySQL, NoSQL, R Programming, Statistical Modeling, Tableau",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2023,NA,0.76,1,1
,2,2,0,0,"Data Science, Machine Learning, Python, Data Analytics, JavaScript, MongoDB, Node.js, ReactJS",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2024,0.91,NA,NA,NA
,1,1,0,1,"Ethical Hacking, Git, Git Bash, GitHub, HTML, Java, MS-Excel, MySQL, SQL, Cloud Computing, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Python, Spring MVC",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,0.82,1,1
,2,2,0,2,"C Programming, C++ Programming, Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Image Processing, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Neural Networks, OpenCV, Python, Research and Analytics, Statistics",Yes,B.Tech,Computer Science,2025,NA,NA,NA,NA
,2,2,2,0,"Email Marketing, MS-Excel, Power BI, Video Editing, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, Market Research, Natural Language Processing (NLP), Project Management, Python, SQL, Statistics, Tableau",Yes,Bachelor of Technology (B.Tech),Electrical Engineering,2020,NA,0.7,1,1
,2,1,0,0,"MS-Excel, OpenCV, Power BI, Python, SQL, Content Writing, Docker, Machine Learning",Yes,Bachelor of Computer Applications (BCA),,2022,0.86,NA,1,1
,2,2,0,0,"JavaScript, ReactJS, Data Science, Machine Learning, Python, SQL",Yes,Integrated B.Tech,Biochemical Engineering,2025,NA,NA,NA,NA
,2,1,0,1,"Mathematics, MySQL, Python, C Programming, C++ Programming, Data Analytics, Data Science, Deep Learning, Kubernetes, Linux, MS-Excel, Machine Learning, Power BI",Yes,B.Tech,Electrical and Electronics Engineering,2024,NA,NA,NA,NA
,2,2,0,2,"CSS, HTML, Computer Vision, Data Science, Deep Learning, Express.js, JavaScript, MEAN/MERN Stack, Machine Learning, MongoDB, Node.js, Python, ReactJS, Django",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2023,NA,NA,1,NA
,0,2,0,0,"Canva, Data Structures, Database Management System (DBMS), GitHub, Internet of Things (IoT), MS-Excel, MS-Office, MS-PowerPoint, Amazon Web Services (AWS), CSS, Git Bash, HTML, Machine Learning, ReactJS, SQL, WordPress, Bash, JavaScript",Yes,Bachelor of Technology (B.Tech),Computer & Communication Engineering,2024,NA,0.861,1,1
,2,1,1,2,"HTML, Bootstrap, C Programming, C++ Programming, CSS, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Express.js, Java, JavaScript, MySQL, Neural Networks, Node.js, Python, SQL, Data Science, Machine Learning, Natural Language Processing (NLP), PHP, jQuery",Yes,Bachelor of Engineering (B.E),computer science,2023,NA,0.91,1,1
,2,1,0,0,"C Programming, JavaScript, PHP, Python, Machine Learning, SQL",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,2,0,0,"C++ Programming, CSS, Java, Golang, HTML, Machine Learning, PHP, Python, WordPress",Yes,Bachelor of Science (B.Sc),IT,2021,NA,NA,NA,NA
,2,0,0,0,"English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency(Written), Data Structures, Python",Yes,Master of Computer Applications (MCA),Computer Application,2024,0.87,0.72,1,NA
,2,2,0,2,"R Programming, C Programming, Data Analytics, Data Science, Deep Learning, Java, JavaScript, Machine Learning, Python, Data Structures, MS-Excel",Yes,B.Tech,Computer Science & Engineering,2024,0.97,NA,1,1
,3,0,0,0,"C Programming, Python, SQL, Java",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.8,1,1
,2,2,0,0,"Data Analytics, Data Science, Data Structures, Java, Machine Learning, MySQL, Python, Power BI",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,NA,NA,1,1
,2,2,2,0,"CSS, Flutter, HTML, Machine Learning, Natural Language Processing (NLP), Python, ReactJS",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,NA,NA,1,NA
,3,2,1,0,"JavaScript, Python, Data Science, Machine Learning, OpenCV, PHP, ReactJS, Natural Language Processing (NLP)",Yes,B.Tech,Computer Science & Engineering,2025,NA,0.93,NA,NA
,2,1,0,0,"Python, Sales, Data Analytics, Machine Learning, Power BI",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2019,NA,0.858,1,1
,3,2,1,2,"Effective Communication, MS-Excel, MS-Office, Python, Adobe Audition, Adobe Dreamweaver, Adobe Illustrator, Business Analysis, Business Research, Data Analytics, Deep Learning, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Enterprise Resource Planning(ERP), Financial literacy, Google AdWords, Google Analytics, Google Cloud Computing, Google Workspace, HTML, Machine Learning, MySQL, Product Management, Project Management, R Programming, Research and Analytics, SQLite, Statistical Modeling, CSS, Data Science, Linux, Natural Language Processing (NLP), SQL",Yes,Bachelor of Computer Science (B.C.S.),computer science,2023,NA,NA,NA,NA
,2,0,0,0,"English Proficiency (Written), MS-Excel, Blogging, Copywriting, Database Management System (DBMS), English Proficiency (Spoken), Linux, Python, SQL",Yes,Bachelor of Engineering (B.E),Computer Science,2025,NA,NA,NA,NA
,2,3,1,2,"Computer Vision, Data Analytics, Data Science, Machine Learning, Power BI, SQL, Algorithms, Deep Learning, MS-Excel, Python, Natural Language Processing (NLP)",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2024,NA,0.985,NA,NA
,2,2,2,2,"Business Analysis, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Research and Analytics, SQL",Yes,Bachelor of Science (B.Sc),computer science,2022,NA,NA,NA,NA
,2,2,2,2,"Business Analysis, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, Research and Analytics, SQL, Statistics, Time Management, Artificial Intelligence, Database Management System (DBMS), Power BI, Tableau",Yes,Master of Science (M.Sc),,2021,NA,NA,NA,NA
,2,1,0,1,"Java, MS-Excel, Python, Deep Learning, Machine Learning",Yes,B.Tech,computer science,2024,NA,NA,1,1
,1,0,0,0,"C Programming, C++ Programming, CSS, HTML, Java, JavaScript, Canva, Python",Yes,B.Tech,Computer Science & Engineering,2025,NA,0.91,1,1
,3,3,3,0,"C Programming, Data Analytics, Machine Learning, Natural Language Processing (NLP), Python, CSS, HTML, SQL",Yes,B.Tech,,2024,NA,NA,1,NA
,2,2,2,2,"C Programming, CSS, English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Tamil Proficiency (Spoken), Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, Java, JavaFX, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, Python, ReactJS, Research and Analytics, SQL, Tamil Proficiency (Written), Teaching, Computer Vision",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2025,0.83,NA,1,NA
,3,3,3,3,"Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, Statistics, Algorithms, Artificial Intelligence, C Programming, Data Structures, MATLAB, MS-Excel, MongoDB, OpenCV, PostgreSQL, SQL, Tableau",Yes,Integrated B.Tech & M.Tech,Engineering Physics,2025,NA,0.892,1,1
,2,1,0,1,"Python, Artificial Intelligence, Deep Learning, Machine Learning, R Programming, SQL",Yes,Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2024,0.91,NA,1,NA
,2,2,0,2,"Data Analytics, Deep Learning, MATLAB, MS-Excel, Machine Learning, Python, SQL, Statistics",Yes,,Data Science,2023,NA,NA,NA,NA
,1,0,0,0,"EViews, Python, Tableau",Yes,,Finance,2024,NA,NA,NA,NA
,1,1,0,0,"Database Management System (DBMS), HTML, CSS, Machine Learning, Python",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,2,1,1,"English Proficiency (Written), Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, Machine Learning, Python, Research and Analytics, SQL, Deep Learning, Natural Language Processing (NLP), PostgreSQL",Yes,B.A,,2024,NA,NA,1,1
,2,0,0,0,"Adobe Photoshop, Bootstrap, C++ Programming, CMS, CSS, Data Structures, Git, GitHub, HTML, MySQL, Python, JavaScript, PHP, Ruby on Rails, WordPress",Yes,Bachelor of Engineering (B.E),Electronics and Communication,2024,NA,0.84,1,1
,3,2,2,2,"Data Analytics, Python, Data Science, Deep Learning, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Statistics, SQL",Yes,Bachelor of Science (B.Sc) (Hons.),Computer Science,2021,NA,0.78,1,1
,2,2,0,2,"Bengali Proficiency (Spoken), Bodo Proficiency(Written), Dogri Proficiency(Written), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Amazon Web Services (AWS), Bengali Proficiency (Written), Business Analysis, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, GitHub, Machine Learning, Neural Networks, PostgreSQL, Power BI, Python, SQL, Statistics, Tableau",Yes,B.Tech,Electrical Engineering,2024,NA,0.86,NA,NA
,0,0,0,0,,Yes,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),,2025,NA,NA,NA,NA
,2,2,0,2,"MS-Office, VS Code, Bioinformatics, Business Analysis, C Programming, C++ Programming, CSS, Data Analytics, Data Science, Deep Learning, Git, GitHub, Google Analytics, HTML, JavaScript, Machine Learning, Python, SQL",Yes,Bachelor of Technology (B.Tech),Bioengineering,2023,NA,0.837,1,1
,2,1,0,0,"Java, Data Analytics, Data Science, Python, SQL, GitHub, Machine Learning",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,0.76,NA,1,1
,2,2,0,0,"Machine Learning, MySQL, Python, Data Science, Django",Yes,B.Tech,Mechanical Engineering,2021,NA,NA,NA,NA
,2,2,2,2,"Amazon Web Server (AWS), Data Analytics, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), OpenCV, Power BI, Python, Tableau",Yes,B.Sc,Information Technology,2022,NA,NA,NA,NA
,1,2,0,0,"Bengali Proficiency (Spoken), Bengali Proficiency (Written), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Adobe Photoshop, C Programming, MS-Excel, MS-Office, Machine Learning, Physics, Video Editing, C++ Programming, Data Analytics, Ethical Hacking, Python, Social Media Marketing",Yes,B.Tech (Hons.),Computer Sciene And Engineering,2024,NA,NA,NA,NA
,0,3,2,0,"Express.js, Image Processing, Internet of Things (IoT), Machine Learning, Node.js, Blockchain, Natural Language Processing (NLP), Next.js, ReactJS, Solidity, web3.js",Yes,Bachelor of Technology (B.Tech),Electronics and Communication,2024,0.92,NA,1,1
,3,2,0,0,"Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, Data Analytics, MS-Excel, Machine Learning, SQL, Statistics",Yes,B.Tech,Information Technology,2019,NA,0.623,1,1
,3,2,2,2,"Data Structures, Java, Python, C Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Power BI, SQL, Statistics, Django, MS-Excel",Yes,B.Tech,Computer Science,2025,NA,0.91,1,NA
,0,0,0,0,,Yes,Bachelors Of Science,,2020,NA,NA,NA,NA
,3,3,3,3,"Computer Vision, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Artificial Intelligence, Flask, MySQL",Yes,Bachelor of Science (B.Sc),Computer Science,2022,NA,0.75,NA,NA
,3,3,2,2,"Accounting, Client Relationship, Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Financial Modeling, MS-Excel, MS-Office, Machine Learning, OpenCV, Power BI, Python, SQL, Statistics, Tableau, Tally, Time Management, Business Research, Data Science, Deep Learning, Natural Language Processing (NLP), Research and Analytics",Yes,Bachelor of Business Administration (B.B.A.),Data Analytics,2023,NA,0.852,NA,NA
,0,0,0,0,"C Programming, C++ Programming, CSS, Content Writing, HTML, Java, JavaScript, MS-Office, MySQL, Oracle, PHP, Transcription, VS Code, English Proficiency (Written)",Yes,Master of Computer Applications (MCA),,2023,NA,0.761,1,1
,1,0,0,0,"MS SQL Server, MS-Excel, MS-PowerPoint, Database Management System (DBMS), SQL, BIG DATA ANALYTICS, Power BI, Python, Statistical Modeling, Tableau",Yes,PG Diploma in Data Science,Data Analytics,2023,0.70,NA,1,NA
,2,1,0,0,"MS-Excel, MySQL, Python, Machine Learning",Yes,Bachelor of Engineering (B.E),Computer Science,2025,NA,NA,1,NA
,2,0,0,0,"English Proficiency (Spoken), MS-Excel, MS-PowerPoint, MS-Word, C Programming, C++ Programming, MySQL, Python, R Programming, Data Science, LibreOffice, SAS",Yes,Master of Technology (M.Tech),Computer Science & Engineering,2024,0.80,0.85,NA,NA
,3,2,0,0,"Arduino, Data Analytics, Data Structures, Database Management System (DBMS), Internet of Things (IoT), MySQL, Python, CSS, Django, HTML, Java, Machine Learning, JavaScript",Yes,Bachelor of Computer Engineering,,2023,NA,0.812,NA,NA
,2,2,0,2,"MS-Excel, Mathematics, Algorithms, C Programming, Data Structures, Deep Learning, Machine Learning, Neural Networks, Python",Yes,Bachelor of Computer Applications (BCA) (Hons.),Minor Specialization In AI & ML (Hons.),2024,NA,NA,1,1
,2,2,1,2,"C Programming, Computer Vision, Data Science, Data Structures, Deep Learning, Django, Flask, MATLAB, Machine Learning, Neural Networks, Python, SQL, Natural Language Processing (NLP)",Yes,Bachelor of Engineering (B.E),Electronics And Communication Engineering (ETE),2023,NA,NA,1,1
,0,0,0,0,,Yes,,computer science,2024,0.07,1,NA,NA
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2021,NA,0.703,1,1
,2,1,1,1,"Python, Artificial Intelligence, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)",Yes,Master of Technology (M.Tech),,2024,0.83,NA,NA,NA
,2,2,1,2,"Data Analytics, Data Science, Deep Learning, Java, Machine Learning, PostgreSQL, Python, Tableau, C Programming, HTML, Natural Language Processing (NLP), OpenCV",Yes,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2023,NA,0.78,1,1
,2,2,0,0,"Data Science, Machine Learning, Python",Yes,Master of Technology (M.Tech),Datascience,2023,NA,NA,NA,NA
,2,2,1,2,"Content Writing, English Proficiency (Spoken), English Proficiency (Written), C Programming, CSS, Canva, Data Structures, Deep Learning, HTML, JavaScript, MATLAB, MS-Excel, MS-Office, Machine Learning, Neural Networks, Python, Natural Language Processing (NLP)",Yes,Bachelor of Technology (B.Tech),"Computer Science & Engineering, Specializing In Ai & ML",2024,NA,0.9,1,1
,2,0,0,0,"CSS, HTML, JavaScript, Python, SQL, ReactJS",Yes,B.Tech,Civil Engineering,2022,NA,NA,NA,NA
,2,2,0,1,"Mathematics, Algorithms, Creative Writing, Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, Python, SQL, Tableau, Artificial intelligence, Cloud Computing, Deep Learning",Yes,Integrated M.Sc.,Data Science,2024,NA,0.88,1,1
,3,3,0,0,"Database Management System (DBMS), Machine Learning, Python, Artificial Intelligence, Data Science",Yes,B.Tech,Computer Science & Engineering,2023,0.66,NA,1,1
,3,2,1,2,"Python, Data Analytics, Deep Learning, Machine Learning, Neural Networks, SQL, Tableau, Natural Language Processing (NLP)",No,M.Sc. in Data Science,Data Science,2024,NA,NA,NA,NA
,3,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, Arduino, Autodesk Fusion 360, C Programming, C++ Programming, Machine Learning, Mathematics, Raspberry Pi, MATLAB",Yes,B.Tech,Mechatronics,2024,NA,0.82,1,1
,0,0,0,0,"HTML, MS-Excel, MS-PowerPoint, MS-Word, Algorithms, AutoCAD, Autodesk Fusion 360, Autodesk Inventor, C++ Programming, CSS, Data Structures, Digital Marketing, Java, Project Management, Social Media Marketing, Video Editing, Blockchain, Ethereum, JavaScript",Yes,Bachelor of Technology (B.Tech),Automobile,2024,NA,0.699,1,1
,1,1,1,0,"C Programming, CSS, HTML, Java, JavaScript, OpenCV, Arduino, Artificial Intelligence, Image Processing, Internet of Things (IoT), MATLAB, Machine Learning, Natural Language Processing (NLP), Python",Yes,Bachelor of Technology (B.Tech),Cse(Artificial Intelligence And Machine Learning),2024,NA,NA,1,NA
,3,0,0,0,"AutoCAD, Python, Django, MS-Excel, UI & UX Design, C++ Programming",Yes,Bachelor of Engineering (B.E),Artificial Intelligence & Machine Learning,2025,NA,NA,NA,NA
